Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	Species	Serological Group	Serotype	EcoR Cluster	Path/Nonpath	Simple Patho	Simple Disease	Comment	Bio Project ID	Project ID	Disease	Sample ID	Secondary Sample ID	Date Entered	Release Date	Barcode	O Antigen	H Antigen
ESC_LA3846AA	492	SRR7304459;ILLUMINA;Paired;;SRX4206677	Human	Human	Homo sapiens; feces	2000				North America	United States							George Washington University	Escherichia coli								PRJNA475142	SRP150422		SAMN09405738	SRS3413403	2019-02-11	2018-09-18	ESC_LA3846AA	O18	H7
ESC_LA3847AA	1279	SRR7304460;ILLUMINA;Paired;;SRX4206676	Human	Human	Homo sapiens; blood	1998				North America	United States							George Washington University	Escherichia coli								PRJNA475142	SRP150422		SAMN09405739	SRS3413401	2019-02-11	2018-09-18	ESC_LA3847AA	O2	H4
ESC_LA3873AA	391	SRR7304486;ILLUMINA;Paired;;SRX4206650	Human	Human	Homo sapiens; feces	2000				North America	United States							George Washington University	Escherichia coli								PRJNA475142	SRP150422		SAMN09405736	SRS3413377	2019-02-11	2018-09-18	ESC_LA3873AA	O2	H7
ESC_LA3874AA	384	SRR7304487;ILLUMINA;Paired;;SRX4206649	Human	Human	Homo sapiens; feces	2000				North America	United States							George Washington University	Escherichia coli								PRJNA475142	SRP150422		SAMN09405735	SRS3413376	2019-02-11	2018-09-18	ESC_LA3874AA	O2	H7
ESC_LA3876AA	237	SRR7304489;ILLUMINA;Paired;;SRX4206647	Human	Human	Homo sapiens; urine	1999				North America	United States							George Washington University	Escherichia coli								PRJNA475142	SRP150422		SAMN09405730	SRS3413374	2019-02-11	2018-09-18	ESC_LA3876AA	O18	H7
ESC_LA3877AA	20	SRR7304490;ILLUMINA;Paired;;SRX4206646	Human	Human	Homo sapiens; urine	1998				North America	United States							George Washington University	Escherichia coli								PRJNA475142	SRP150422		SAMN09405729	SRS3413373	2019-02-11	2018-09-18	ESC_LA3877AA	O18	H7
ESC_LA3878AA	142	SRR7304491;ILLUMINA;Paired;;SRX4206645	Human	Human	Homo sapiens; urine	1998				North America	United States							George Washington University	Escherichia coli								PRJNA475142	SRP150422		SAMN09405728	SRS3413372	2019-02-11	2018-09-18	ESC_LA3878AA	O18	H7
ESC_LA3879AA	118	SRR7304492;ILLUMINA;Paired;;SRX4206644	Human	Human	Homo sapiens; urine	1998				North America	United States							George Washington University	Escherichia coli								PRJNA475142	SRP150422		SAMN09405727	SRS3413371	2019-02-11	2018-09-18	ESC_LA3879AA	O18	H7
ESC_LA3880AA	373	SRR7304493;ILLUMINA;Paired;;SRX4206643	Human	Human	Homo sapiens; feces	2000				North America	United States							George Washington University	Escherichia coli								PRJNA475142	SRP150422		SAMN09405734	SRS3413370	2019-02-11	2018-09-18	ESC_LA3880AA	O1	H7
ESC_LA3881AA	371	SRR7304494;ILLUMINA;Paired;;SRX4206642	Human	Human	Homo sapiens; feces	2000				North America	United States							George Washington University	Escherichia coli								PRJNA475142	SRP150422		SAMN09405733	SRS3413369	2019-02-11	2018-09-18	ESC_LA3881AA	O2	H7
ESC_LA3882AA	342	SRR7304495;ILLUMINA;Paired;;SRX4206641	Human	Human	Homo sapiens; feces	1999				North America	United States							George Washington University	Escherichia coli								PRJNA475142	SRP150422		SAMN09405732	SRS3413367	2019-02-11	2018-09-18	ESC_LA3882AA	O18	H7
ESC_LA3883AA	305	SRR7304496;ILLUMINA;Paired;;SRX4206640	Human	Human	Homo sapiens; feces	1999				North America	United States							George Washington University	Escherichia coli								PRJNA475142	SRP150422		SAMN09405731	SRS3413366	2019-02-11	2018-09-18	ESC_LA3883AA	O1	H7
ESC_LA5945AA	LGE3269	SRR6362013;ILLUMINA;Paired;;SRX3458195	Environment	Soil/Dust	Pasture; Pasture Soil; Soil	2015	11			Unresolved						47.1139	-95.8171	North Dakota State University	Escherichia coli								PRJNA416911	SRP126391		SAMN08039664	SRS2746674	2019-02-11	2018-03-02	ESC_LA5945AA	O2	H5
ESC_LA6491AA		SRR6111800;ILLUMINA;Paired;;SRX3226780				2012	11			North America	United States							Translational Genomics Research Institute	Escherichia coli								PRJNA407956	SRP118781		SAMN07677121	SRS2551385	2019-02-11	2018-10-27	ESC_LA6491AA	O25	H4
ESC_LA6497AA		SRR6111806;ILLUMINA;Paired;;SRX3226774				2012	10			North America	United States							Translational Genomics Research Institute	Escherichia coli								PRJNA407956	SRP118781		SAMN07677070	SRS2551379	2019-02-11	2018-10-27	ESC_LA6497AA	O18	H7
ESC_LA6525AA		SRR6111834;ILLUMINA;Paired;;SRX3226746				2012	12			North America	United States							Translational Genomics Research Institute	Escherichia coli								PRJNA407956	SRP118781		SAMN07677197	SRS2551351	2019-02-11	2018-10-27	ESC_LA6525AA	O2	H7
ESC_LA6628AA		SRR6111937;ILLUMINA;Paired;;SRX3226643				2012	12			North America	United States							Translational Genomics Research Institute	Escherichia coli								PRJNA407956	SRP118781		SAMN07677206	SRS2551248	2019-02-11	2018-10-27	ESC_LA6628AA	O1	H7
ESC_LA6630AA		SRR6111939;ILLUMINA;Paired;;SRX3226641				2012	12			North America	United States							Translational Genomics Research Institute	Escherichia coli								PRJNA407956	SRP118781		SAMN07677151	SRS2551245	2019-02-11	2018-10-27	ESC_LA6630AA	O1	H7
ESC_LA6635AA		SRR6111944;ILLUMINA;Paired;;SRX3226636				2012	12			North America	United States							Translational Genomics Research Institute	Escherichia coli								PRJNA407956	SRP118781		SAMN07677146	SRS2551240	2019-02-11	2018-10-27	ESC_LA6635AA	O18	H7
ESC_LA6705AA		SRR6111537;ILLUMINA;Paired;;SRX3226566				2012	10			North America	United States							Translational Genomics Research Institute	Escherichia coli								PRJNA407956	SRP118781		SAMN07677062	SRS2551168	2019-02-11	2018-10-27	ESC_LA6705AA	O2	H7
ESC_LA6708AA		SRR6111540;ILLUMINA;Paired;;SRX3226563				2012	11			North America	United States							Translational Genomics Research Institute	Escherichia coli								PRJNA407956	SRP118781		SAMN07677098	SRS2551166	2019-02-11	2018-10-27	ESC_LA6708AA	O18	H7
ESC_LA6709AA		SRR6111541;ILLUMINA;Paired;;SRX3226562				2012	11			North America	United States							Translational Genomics Research Institute	Escherichia coli								PRJNA407956	SRP118781		SAMN07677099	SRS2551165	2019-02-11	2018-10-27	ESC_LA6709AA	O18	H7
ESC_LA6713AA		SRR6111545;ILLUMINA;Paired;;SRX3226558				2012	11			North America	United States							Translational Genomics Research Institute	Escherichia coli								PRJNA407956	SRP118781		SAMN07677095	SRS2551304	2019-02-11	2018-10-27	ESC_LA6713AA	O1	H7
ESC_LA6758AA		SRR6111590;ILLUMINA;Paired;;SRX3226513				2012	11			North America	United States							Translational Genomics Research Institute	Escherichia coli								PRJNA407956	SRP118781		SAMN07677222	SRS2551118	2019-02-11	2018-10-27	ESC_LA6758AA	O1	H7
ESC_LA6780AA		SRR6111612;ILLUMINA;Paired;;SRX3226491				2012	12			North America	United States							Translational Genomics Research Institute	Escherichia coli								PRJNA407956	SRP118781		SAMN07677136	SRS2551133	2019-02-11	2018-10-27	ESC_LA6780AA	O1	H7
ESC_LA6781AA		SRR6111613;ILLUMINA;Paired;;SRX3226490				2012	12			North America	United States							Translational Genomics Research Institute	Escherichia coli								PRJNA407956	SRP118781		SAMN07677137	SRS2551098	2019-02-11	2018-10-27	ESC_LA6781AA	O1	H7
ESC_LA6784AA		SRR6111616;ILLUMINA;Paired;;SRX3226487				2012	12			North America	United States							Translational Genomics Research Institute	Escherichia coli								PRJNA407956	SRP118781		SAMN07677140	SRS2551095	2019-02-11	2018-10-27	ESC_LA6784AA	O1	H7
ESC_LA6797AA		SRR6111629;ILLUMINA;Paired;;SRX3226474				2012	11			North America	United States							Translational Genomics Research Institute	Escherichia coli								PRJNA407956	SRP118781		SAMN07677089	SRS2551081	2019-02-11	2018-10-27	ESC_LA6797AA	O1	H7
ESC_LA6801AA		SRR6111633;ILLUMINA;Paired;;SRX3226470				2012	11			North America	United States							Translational Genomics Research Institute	Escherichia coli								PRJNA407956	SRP118781		SAMN07677085	SRS2551077	2019-02-11	2018-10-27	ESC_LA6801AA	O18	H7
ESC_LA6804AA		SRR6111636;ILLUMINA;Paired;;SRX3226467				2012	11			North America	United States							Translational Genomics Research Institute	Escherichia coli								PRJNA407956	SRP118781		SAMN07677086	SRS2551074	2019-02-11	2018-10-27	ESC_LA6804AA	O2	H4
ESC_LA6805AA		SRR6111637;ILLUMINA;Paired;;SRX3226466				2012	11			North America	United States							Translational Genomics Research Institute	Escherichia coli								PRJNA407956	SRP118781		SAMN07677093	SRS2551073	2019-02-11	2018-10-27	ESC_LA6805AA	O1	H7
ESC_LA6849AA		SRR6111681;ILLUMINA;Paired;;SRX3226422				2012	12			North America	United States							Translational Genomics Research Institute	Escherichia coli								PRJNA407956	SRP118781		SAMN07677188	SRS2551030	2019-02-11	2018-10-27	ESC_LA6849AA	O1	H7
ESC_LA6850AA		SRR6111682;ILLUMINA;Paired;;SRX3226421				2012	11			North America	United States							Translational Genomics Research Institute	Escherichia coli								PRJNA407956	SRP118781		SAMN07677133	SRS2551028	2019-02-11	2018-10-27	ESC_LA6850AA	O2	H7
ESC_LA6857AA		SRR6111689;ILLUMINA;Paired;;SRX3226414				2012	11			North America	United States							Translational Genomics Research Institute	Escherichia coli								PRJNA407956	SRP118781		SAMN07677128	SRS2551021	2019-02-11	2018-10-27	ESC_LA6857AA	O1	H7
ESC_LA6858AA		SRR6111690;ILLUMINA;Paired;;SRX3226413				2012	11			North America	United States							Translational Genomics Research Institute	Escherichia coli								PRJNA407956	SRP118781		SAMN07677131	SRS2551022	2019-02-11	2018-10-27	ESC_LA6858AA	O1	H7
ESC_LA6911AA		SRR6111743;ILLUMINA;Paired;;SRX3226360				2012	11			North America	United States							Translational Genomics Research Institute	Escherichia coli								PRJNA407956	SRP118781		SAMN07677080	SRS2550969	2019-02-11	2018-10-27	ESC_LA6911AA	O2	H7
ESC_LA6915AA		SRR6111747;ILLUMINA;Paired;;SRX3226356				2012	11			North America	United States							Translational Genomics Research Institute	Escherichia coli								PRJNA407956	SRP118781		SAMN07677076	SRS2550965	2019-02-11	2018-10-27	ESC_LA6915AA	O1	H7
ESC_LA6920AA		SRR6111752;ILLUMINA;Paired;;SRX3226351				2012	11			North America	United States							Translational Genomics Research Institute	Escherichia coli								PRJNA407956	SRP118781		SAMN07677083	SRS2550960	2019-02-11	2018-10-27	ESC_LA6920AA	O2	H4
ESC_LA6931AA		SRR6111763;ILLUMINA;Paired;;SRX3226340				2012	11			North America	United States							Translational Genomics Research Institute	Escherichia coli								PRJNA407956	SRP118781		SAMN07677481	SRS2550949	2019-02-11	2018-10-27	ESC_LA6931AA	O1	H7
ESC_LA6959AA		SRR6111791;ILLUMINA;Paired;;SRX3226312				2012	12			North America	United States							Translational Genomics Research Institute	Escherichia coli								PRJNA407956	SRP118781		SAMN07677162	SRS2550921	2019-02-11	2018-10-27	ESC_LA6959AA	O1	H7
ESC_LA7395AA	URP13	SRR5430194;ILLUMINA;Paired;;SRX2720202	Human	Human	Homo sapiens; urine	2014	11			Unresolved						32.8801	-117.234	UC San Diego	Escherichia coli								PRJNA381936	SRP103382		SAMN06702064	SRS2110708	2019-02-11	2018-05-01	ESC_LA7395AA	O2	H7
ESC_LA7396AA	URP12	SRR5430193;ILLUMINA;Paired;;SRX2720201	Human	Human	Homo sapiens; urine	2014	11			Unresolved						32.8801	-117.234	UC San Diego	Escherichia coli								PRJNA381936	SRP103382		SAMN06702065	SRS2110707	2019-02-11	2018-05-01	ESC_LA7396AA	-	H7
ESC_LA7397AA	URP1	SRR5430192;ILLUMINA;Paired;;SRX2720200	Human	Human	Homo sapiens; urine	2014	11			Unresolved						32.8801	-117.234	UC San Diego	Escherichia coli								PRJNA381936	SRP103382		SAMN06702066	SRS2110705	2019-02-11	2018-05-01	ESC_LA7397AA	O2	H4
ESC_LA7409AA	Ecoli577	SRR5430180;ILLUMINA;Paired;;SRX2720188	Human	Human	Homo sapiens; blood	2014	11			Unresolved						32.8801	-117.234	UC San Diego	Escherichia coli								PRJNA381936	SRP103382		SAMN06702078	SRS2110693	2019-02-11	2018-05-01	ESC_LA7409AA	-	H4
ESC_LA7415AA	ecoli404	SRR5430174;ILLUMINA;Paired;;SRX2720182	Human	Human	Homo sapiens; Wound culture	2015	2			Unresolved						32.8801	-117.234	UC San Diego	Escherichia coli								PRJNA381936	SRP103382		SAMN06702084	SRS2110687	2019-02-11	2018-05-01	ESC_LA7415AA	O1	H7
ESC_LA8545AA	E61	SRR4991033;ILLUMINA;Paired;;SRX2329371	Poultry	Avian	Broiler; Liver	2015	5			Europe	Denmark							Technical University of Denmark, National Veterinary Institute	Escherichia coli								PRJNA352460	SRP092633		SAMN05981765	SRS1784912	2019-02-11	2016-11-10	ESC_LA8545AA	O2	H5
ESC_LA8551AA	E25	SRR4953933;ILLUMINA;Paired;;SRX2328851	Laboratory	Laboratory	Parent	2015	9			Europe	Norway							Technical University of Denmark, National Veterinary Institute	Escherichia coli								PRJNA352460	SRP092633		SAMN05981730	SRS1784591	2019-02-11	2016-11-10	ESC_LA8551AA	O18	H7
ESC_LA8553AA	E33	SRR4953931;ILLUMINA;Paired;;SRX2328849	Laboratory	Laboratory	Parent	2015	8			Europe	Norway							Technical University of Denmark, National Veterinary Institute	Escherichia coli								PRJNA352460	SRP092633		SAMN05981738	SRS1784589	2019-02-11	2016-11-10	ESC_LA8553AA	uncertain	H7
ESC_LA8556AA	E37	SRR4953928;ILLUMINA;Paired;;SRX2328846	Poultry	Avian	Broiler; Liver	2015	10			Europe	Denmark							Technical University of Denmark, National Veterinary Institute	Escherichia coli								PRJNA352460	SRP092633		SAMN05981742	SRS1784586	2019-02-11	2016-11-10	ESC_LA8556AA	O1	H7
ESC_LA8565AA	E43	SRR4953919;ILLUMINA;Paired;;SRX2328837	Companion Animal		Parent; Bone marrow	2015	5			Europe	Finland							Technical University of Denmark, National Veterinary Institute	Escherichia coli								PRJNA352460	SRP092633		SAMN05981748	SRS1784577	2019-02-11	2016-11-10	ESC_LA8565AA	O18	H7
ESC_LA8572AA	E28	SRR4953912;ILLUMINA;Paired;;SRX2328830	Livestock		Parent; Spleen	2015	9			Europe	Norway							Technical University of Denmark, National Veterinary Institute	Escherichia coli								PRJNA352460	SRP092633		SAMN05981733	SRS1784570	2019-02-11	2016-11-10	ESC_LA8572AA	O18	H7
ESC_LA8575AA	E41	SRR4953909;ILLUMINA;Paired;;SRX2328827	Companion Animal		Parent; Bone marrow	2015	6			Europe	Finland							Technical University of Denmark, National Veterinary Institute	Escherichia coli								PRJNA352460	SRP092633		SAMN05981746	SRS1784567	2019-02-11	2016-11-10	ESC_LA8575AA	O18	H7
ESC_LA8592AA	E42	SRR4953892;ILLUMINA;Paired;;SRX2328810	Companion Animal		Parent; Bone marrow	2015	4			Europe	Finland							Technical University of Denmark, National Veterinary Institute	Escherichia coli								PRJNA352460	SRP092633		SAMN05981747	SRS1784550	2019-02-11	2016-11-10	ESC_LA8592AA	O18	H7
ESC_LA8832AA	ERS1704038	ERR3142672;ILLUMINA;Paired;456;ERX3171638																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104040145	ERS1704038	2019-02-14	2019-02-13	ESC_LA8832AA	O2	H4
ESC_LA8833AA	ERS1704035	ERR3142671;ILLUMINA;Paired;442;ERX3171637																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104040142	ERS1704035	2019-02-14	2019-02-13	ESC_LA8833AA	O2	H4
ESC_LA8839AA	ERS1704024	ERR3142665;ILLUMINA;Paired;431;ERX3171631																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104040131	ERS1704024	2019-02-14	2019-02-13	ESC_LA8839AA	O45	H7
ESC_LA8870AA	ERS1703828	ERR3142614;ILLUMINA;Paired;442;ERX3171580																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104039935	ERS1703828	2019-02-14	2019-02-13	ESC_LA8870AA	O1	H7
ESC_LA8873AA	ERS1703790	ERR3142611;ILLUMINA;Paired;458;ERX3171577																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104039897	ERS1703790	2019-02-14	2019-02-13	ESC_LA8873AA	O45	H7
ESC_LA8909AA	ERS1704046	ERR3142526;ILLUMINA;Paired;450;ERX3171492																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104040153	ERS1704046	2019-02-14	2019-02-13	ESC_LA8909AA	O1	H1
ESC_LA8947AA	ERS1703747	ERR3142455;ILLUMINA;Paired;443;ERX3171421																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104039854	ERS1703747	2019-02-14	2019-02-13	ESC_LA8947AA	O1	H7
ESC_LA8965AA	ERS1703695	ERR3142437;ILLUMINA;Paired;428;ERX3171403																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104039802	ERS1703695	2019-02-14	2019-02-13	ESC_LA8965AA	O1	H7
ESC_LA8977AA	ERS1703579	ERR3142425;ILLUMINA;Paired;448;ERX3171391																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104039686	ERS1703579	2019-02-14	2019-02-13	ESC_LA8977AA	O2	H4
ESC_LA8985AA	ERS1703544	ERR3142417;ILLUMINA;Paired;447;ERX3171383																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104039651	ERS1703544	2019-02-14	2019-02-13	ESC_LA8985AA	O1	H7
ESC_LA8987AA	ERS1703541	ERR3142415;ILLUMINA;Paired;445;ERX3171381																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104039648	ERS1703541	2019-02-14	2019-02-13	ESC_LA8987AA	O2	H4
ESC_LA8999AA		ERR3142403;ILLUMINA;Paired;450;ERX3171369																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104347636	ERS1972614	2019-02-14	2019-02-13	ESC_LA8999AA	O18	H7
ESC_LA9009AA		ERR3142393;ILLUMINA;Paired;442;ERX3171359																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104347626	ERS1972604	2019-02-14	2019-02-13	ESC_LA9009AA	O18	H7
ESC_LA9010AA		ERR3142392;ILLUMINA;Paired;446;ERX3171358																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104347625	ERS1972603	2019-02-14	2019-02-13	ESC_LA9010AA	O18	H7
ESC_LA9011AA		ERR3142391;ILLUMINA;Paired;429;ERX3171357																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104347624	ERS1972602	2019-02-14	2019-02-13	ESC_LA9011AA	O18	H7
ESC_LA9012AA	ERS1972601	ERR3142390;ILLUMINA;Paired;465;ERX3171356																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104347623	ERS1972601	2019-02-14	2019-02-13	ESC_LA9012AA	O18	H7
ESC_LA9013AA		ERR3142389;ILLUMINA;Paired;467;ERX3171355																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104347622	ERS1972600	2019-02-14	2019-02-13	ESC_LA9013AA	O18	H7
ESC_LA9311AA	RDEx588	traces-0jaQIwF;ILLUMINA;Paired;;NA																birgy														2019-02-15	2019-02-15	ESC_LA9311AA	O2	H7
ESC_LA9314AA	S472	traces-0aiouEC;ILLUMINA;Paired;;NA																birgy														2019-02-15	2019-02-15	ESC_LA9314AA	O45	H7
ESC_LA9327AA	PSU-1731	SRR8582161;ILLUMINA;Paired;500;SRX5382861	Poultry	Avian	Poultry	2018	4			North America	United States	Georgia						FDA Center for Food Safety and Applied Nutrition	Escherichia coli								PRJNA357722	SRP101500		SAMN10485862	SRS4371898	2019-02-15	2019-02-15	ESC_LA9327AA	O2	H4
ESC_LA9457AA	PSU-1025	SRR8590839;ILLUMINA;Paired;500;SRX5391092	Poultry	Avian	Chicken, (Avian)	1982				North America	United States	Delaware						FDA Center for Food Safety and Applied Nutrition	Escherichia coli								PRJNA357722	SRP101500		SAMN09060714	SRS4379031	2019-02-19	2019-02-19	ESC_LA9457AA	O2	H5
ESC_LA9608AA	IHE3034F	SRR8476845;ILLUMINA;Paired;;SRX5282364	Human	Human	Homo sapiens; meningitis	1976				Europe	Finland							MIMS	Escherichia coli								PRJNA516626	SRP181575		SAMN10792171	SRS4282109	2019-02-24	2019-02-20	ESC_LA9608AA	O18	H7
ESC_LA9784AA	PSU-0419	SRR8643897;ILLUMINA;Paired;500;SRX5442141	Environment		Food, Lettuce - Romaine	2002				North America	United States	California						FDA Center for Food Safety and Applied Nutrition	Escherichia coli								PRJNA357722	SRP101500		SAMN08367987	SRS4419307	2019-02-27	2019-02-27	ESC_LA9784AA	O2	H7
ESC_MA0133AA	171	SRR8533847;ILLUMINA;Paired;;SRX5336446	Human	Human	Homo sapiens; bloodstream isolates	2012				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875459	SRS4329722	2019-03-03	2019-02-28	ESC_MA0133AA	O1	H7
ESC_MA0138AA	178	SRR8533852;ILLUMINA;Paired;;SRX5336441	Human	Human	Homo sapiens; bloodstream isolates	2012				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875466	SRS4329717	2019-03-03	2019-02-28	ESC_MA0138AA	O2	H4
ESC_MA0144AA	107	SRR8533858;ILLUMINA;Paired;;SRX5336435	Human	Human	Homo sapiens; bloodstream isolates	2012				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875395	SRS4329711	2019-03-03	2019-02-28	ESC_MA0144AA	O2	H4
ESC_MA0148AA	103	SRR8533862;ILLUMINA;Paired;;SRX5336431	Human	Human	Homo sapiens; bloodstream isolates	2012				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875391	SRS4329708	2019-03-03	2019-02-28	ESC_MA0148AA	O25	H4
ESC_MA0157AA	24	SRR8533871;ILLUMINA;Paired;;SRX5336422	Human	Human	Homo sapiens; bloodstream isolates	2010				North America	Canada							Public Health Ontario	Escherichia coli								PRJNA521038	SRP183760		SAMN10875312	SRS4329698	2019-03-03	2019-02-28	ESC_MA0157AA	O18	H7
