"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","ESC_NA4003AA_AS","ESC_NA4004AA_AS","ESC_NA4005AA_AS","ESC_NA4045AA_AS"
"sgrR","","HTH-type transcriptional regulator SgrR","4","4","1","4","188","","","","1655","1655","1655","LOCUS_28810","f76cef297a7dedb9150c88bc61db4d5a_1245","d0dc75faf82af35216c4087e568ab6aa_4402","e27c64c29733013eb4c363b5c7ab13b8_4718"
"holE","","DNA polymerase III subunit theta","4","4","1","2","222","","","","230","230","230","LOCUS_19990","f76cef297a7dedb9150c88bc61db4d5a_176","d0dc75faf82af35216c4087e568ab6aa_2722","e27c64c29733013eb4c363b5c7ab13b8_726"
"moaE","","molybdopterin guanine dinucleotide biosynthesis protein MoaE","4","4","1","5","63","","","","452","452","452","LOCUS_06900","f76cef297a7dedb9150c88bc61db4d5a_1022","d0dc75faf82af35216c4087e568ab6aa_695","e27c64c29733013eb4c363b5c7ab13b8_515"
"group_3139","","antirestriction protein YubI","4","4","1","18","22","","","","425","425","425","LOCUS_22080","f76cef297a7dedb9150c88bc61db4d5a_4595","d0dc75faf82af35216c4087e568ab6aa_4102","e27c64c29733013eb4c363b5c7ab13b8_3632"
"group_3140","","fimbrial chaperone EcpE","4","4","1","28","11","","","","710","710","710","LOCUS_44890","f76cef297a7dedb9150c88bc61db4d5a_3816","d0dc75faf82af35216c4087e568ab6aa_4518","e27c64c29733013eb4c363b5c7ab13b8_4543"
"cmtA","","PTS system mannitol-specific cryptic EIICB component","4","4","1","3","36","","","","1388","1388","1388","LOCUS_24450","f76cef297a7dedb9150c88bc61db4d5a_2042","d0dc75faf82af35216c4087e568ab6aa_647","e27c64c29733013eb4c363b5c7ab13b8_34"
"group_3142","","integrase","4","4","1","23","38","","","","1277","1277","1277","LOCUS_47000","f76cef297a7dedb9150c88bc61db4d5a_4808","d0dc75faf82af35216c4087e568ab6aa_2911","e27c64c29733013eb4c363b5c7ab13b8_4734"
"group_3143","","multidrug resistance transporter","4","4","1","6","154","","","","1466","1466","1466","LOCUS_42360","f76cef297a7dedb9150c88bc61db4d5a_1641","d0dc75faf82af35216c4087e568ab6aa_1297","e27c64c29733013eb4c363b5c7ab13b8_842"
"group_3144","","fusaric acid resistance protein","4","4","1","2","405","","","","1991","1991","1991","LOCUS_01070","f76cef297a7dedb9150c88bc61db4d5a_362","d0dc75faf82af35216c4087e568ab6aa_991","e27c64c29733013eb4c363b5c7ab13b8_1773"
"group_3145","","alpha-ribazole phosphatase","4","4","1","1","240","","","","611","611","611","LOCUS_22270","f76cef297a7dedb9150c88bc61db4d5a_2500","d0dc75faf82af35216c4087e568ab6aa_1098","e27c64c29733013eb4c363b5c7ab13b8_1981"
"group_3146","","LPS export ABC transporter permease LptF","4","4","1","20","38","","","","1070","1070","1070","LOCUS_39230","f76cef297a7dedb9150c88bc61db4d5a_3502","d0dc75faf82af35216c4087e568ab6aa_3780","e27c64c29733013eb4c363b5c7ab13b8_2773"
"group_3147","","hypothetical protein","4","4","1","1","662","","","","344","344","344","LOCUS_34550","f76cef297a7dedb9150c88bc61db4d5a_4572","d0dc75faf82af35216c4087e568ab6aa_4720","e27c64c29733013eb4c363b5c7ab13b8_4827"
"betI","","HTH-type transcriptional regulator BetI","4","4","1","25","38","","","","587","587","587","LOCUS_28380","f76cef297a7dedb9150c88bc61db4d5a_3747","d0dc75faf82af35216c4087e568ab6aa_2345","e27c64c29733013eb4c363b5c7ab13b8_3689"
"topA","","DNA topoisomerase 1","4","4","1","1","441","","","","2597","2597","2597","LOCUS_36570","f76cef297a7dedb9150c88bc61db4d5a_3130","d0dc75faf82af35216c4087e568ab6aa_439","e27c64c29733013eb4c363b5c7ab13b8_1216"
"group_3150","","anion transporter","4","4","1","5","96","","","","1118","1118","1118","LOCUS_06570","f76cef297a7dedb9150c88bc61db4d5a_1054","d0dc75faf82af35216c4087e568ab6aa_662","e27c64c29733013eb4c363b5c7ab13b8_483"
"flhB","","flagellar biosynthetic protein FlhB","4","4","1","2","184","","","","1148","1148","1148","LOCUS_29290","f76cef297a7dedb9150c88bc61db4d5a_138","d0dc75faf82af35216c4087e568ab6aa_2295","e27c64c29733013eb4c363b5c7ab13b8_764"
"gpmB","","putative phosphoglycerate mutase GpmB","4","4","1","4","107","","","","647","647","647","LOCUS_27930","f76cef297a7dedb9150c88bc61db4d5a_1323","d0dc75faf82af35216c4087e568ab6aa_1989","e27c64c29733013eb4c363b5c7ab13b8_1011"
"minE","","cell division topological specificity factor","4","4","1","1","685","","","","266","266","266","LOCUS_35870","f76cef297a7dedb9150c88bc61db4d5a_2571","d0dc75faf82af35216c4087e568ab6aa_361","e27c64c29733013eb4c363b5c7ab13b8_3437"
"yadH","","inner membrane transport permease YadH","4","4","1","19","9","","","","770","770","770","LOCUS_11500","f76cef297a7dedb9150c88bc61db4d5a_4467","d0dc75faf82af35216c4087e568ab6aa_3976","e27c64c29733013eb4c363b5c7ab13b8_2848"
"group_3155","","hypothetical protein","4","4","1","10","109","","","","932","932","932","LOCUS_12510","f76cef297a7dedb9150c88bc61db4d5a_2157","d0dc75faf82af35216c4087e568ab6aa_2859","e27c64c29733013eb4c363b5c7ab13b8_2963"
"group_3156","","hypothetical protein","4","4","1","6","38","","","","242","242","242","LOCUS_34150","f76cef297a7dedb9150c88bc61db4d5a_3984","d0dc75faf82af35216c4087e568ab6aa_2756","e27c64c29733013eb4c363b5c7ab13b8_4518"
"metQ","","D-methionine-binding lipoprotein MetQ","4","4","1","19","19","","","","815","815","815","LOCUS_12180","f76cef297a7dedb9150c88bc61db4d5a_3581","d0dc75faf82af35216c4087e568ab6aa_1632","e27c64c29733013eb4c363b5c7ab13b8_2916"
"group_3158","","ferredoxin","4","4","1","16","31","","","","260","260","260","LOCUS_13400","f76cef297a7dedb9150c88bc61db4d5a_3246","d0dc75faf82af35216c4087e568ab6aa_1919","e27c64c29733013eb4c363b5c7ab13b8_2230"
"ptsH","","phosphocarrier protein HPr","4","4","1","8","195","","","","257","257","257","LOCUS_08820","f76cef297a7dedb9150c88bc61db4d5a_3069","d0dc75faf82af35216c4087e568ab6aa_1534","e27c64c29733013eb4c363b5c7ab13b8_1853"
"group_3160","","acetyltransferase","4","4","1","6","2","","","","443","443","443","LOCUS_39990","f76cef297a7dedb9150c88bc61db4d5a_1736","d0dc75faf82af35216c4087e568ab6aa_4883","e27c64c29733013eb4c363b5c7ab13b8_937"
"group_3161","","transcription antitermination protein BlgG","4","4","1","12","34","","","","836","836","836","LOCUS_11090","f76cef297a7dedb9150c88bc61db4d5a_2201","d0dc75faf82af35216c4087e568ab6aa_1742","e27c64c29733013eb4c363b5c7ab13b8_1634"
"leuC","","3-isopropylmalate dehydratase large subunit","4","4","1","4","185","","","","1400","1400","1400","LOCUS_28780","f76cef297a7dedb9150c88bc61db4d5a_1242","d0dc75faf82af35216c4087e568ab6aa_4405","e27c64c29733013eb4c363b5c7ab13b8_4721"
"glnP","","glutamine transport system permease protein GlnP","4","4","1","5","88","","","","659","659","659","LOCUS_06650","f76cef297a7dedb9150c88bc61db4d5a_1047","d0dc75faf82af35216c4087e568ab6aa_670","e27c64c29733013eb4c363b5c7ab13b8_490"
"rraB","","regulator of ribonuclease activity B","4","4","1","11","116","","","","416","416","416","LOCUS_43140","f76cef297a7dedb9150c88bc61db4d5a_2317","d0dc75faf82af35216c4087e568ab6aa_3944","e27c64c29733013eb4c363b5c7ab13b8_3261"
"norR","","anaerobic nitric oxide reductase transcription regulator NorR","4","4","1","3","285","","","","1514","1514","1514","LOCUS_07440","f76cef297a7dedb9150c88bc61db4d5a_619","d0dc75faf82af35216c4087e568ab6aa_1487","e27c64c29733013eb4c363b5c7ab13b8_287"
"speB","","agmatinase","4","4","1","3","31","","","","920","920","920","LOCUS_24400","f76cef297a7dedb9150c88bc61db4d5a_4085","d0dc75faf82af35216c4087e568ab6aa_4731","e27c64c29733013eb4c363b5c7ab13b8_29"
"group_3167","irp","2,3-dihydroxybenzoate-AMP ligase","4","4","1","2","91","","","","1577","1577","1577","LOCUS_29540","f76cef297a7dedb9150c88bc61db4d5a_40","d0dc75faf82af35216c4087e568ab6aa_2540","e27c64c29733013eb4c363b5c7ab13b8_3190"
"group_3168","","hypothetical protein","4","4","1","10","100","","","","734","734","734","LOCUS_12600","f76cef297a7dedb9150c88bc61db4d5a_2166","d0dc75faf82af35216c4087e568ab6aa_2868","e27c64c29733013eb4c363b5c7ab13b8_2954"
"sgcC","","PTS system EIIC permease component","4","4","1","4","16","","","","1313","1313","1313","LOCUS_40380","f76cef297a7dedb9150c88bc61db4d5a_3845","d0dc75faf82af35216c4087e568ab6aa_3586","e27c64c29733013eb4c363b5c7ab13b8_4300"
"group_3170","","hypothetical protein","4","4","1","10","4","","","","503","503","503","LOCUS_19120","f76cef297a7dedb9150c88bc61db4d5a_2046","d0dc75faf82af35216c4087e568ab6aa_2388","e27c64c29733013eb4c363b5c7ab13b8_3359"
"group_3171","","putative heme utilization radical SAM enzyme HutW","4","4","1","17","37","","","","1337","1337","1337","LOCUS_16750","f76cef297a7dedb9150c88bc61db4d5a_3520","d0dc75faf82af35216c4087e568ab6aa_3995","e27c64c29733013eb4c363b5c7ab13b8_4418"
"feoA","","ferrous iron transport protein A","4","4","1","15","84","","","","227","227","227","LOCUS_26700","f76cef297a7dedb9150c88bc61db4d5a_2757","d0dc75faf82af35216c4087e568ab6aa_1706","e27c64c29733013eb4c363b5c7ab13b8_2611"
"group_3173","","hypothetical protein","4","4","1","18","24","","","","182","182","182","LOCUS_22060","f76cef297a7dedb9150c88bc61db4d5a_4597","d0dc75faf82af35216c4087e568ab6aa_4104","e27c64c29733013eb4c363b5c7ab13b8_3634"
"iutA","","ligand-gated channel protein","4","4","1","39","1","","","","2201","2201","2201","LOCUS_45360","f76cef297a7dedb9150c88bc61db4d5a_4771","d0dc75faf82af35216c4087e568ab6aa_4626","e27c64c29733013eb4c363b5c7ab13b8_4705"
"group_3175","","phosphoporin PhoE","4","4","1","1","15","","","","1088","1088","1088","LOCUS_44160","f76cef297a7dedb9150c88bc61db4d5a_3002","d0dc75faf82af35216c4087e568ab6aa_4160","e27c64c29733013eb4c363b5c7ab13b8_2570"
"ppc","","phosphoenolpyruvate carboxylase","4","4","1","13","84","","","","2651","2651","2651","LOCUS_36240","f76cef297a7dedb9150c88bc61db4d5a_4225","d0dc75faf82af35216c4087e568ab6aa_3306","e27c64c29733013eb4c363b5c7ab13b8_3854"
"group_3177","","D,D-heptose 1,7-bisphosphate phosphatase","4","4","1","19","16","","","","572","572","572","LOCUS_12210","f76cef297a7dedb9150c88bc61db4d5a_3578","d0dc75faf82af35216c4087e568ab6aa_1629","e27c64c29733013eb4c363b5c7ab13b8_2919"
"fadR","","fatty acid metabolism regulator protein","4","4","1","1","698","","","","719","719","719","LOCUS_36000","f76cef297a7dedb9150c88bc61db4d5a_2584","d0dc75faf82af35216c4087e568ab6aa_348","e27c64c29733013eb4c363b5c7ab13b8_3450"
"acrB","","multidrug efflux pump subunit AcrB","4","4","1","1","567","","","","3149","3149","3149","LOCUS_10230","f76cef297a7dedb9150c88bc61db4d5a_1832","d0dc75faf82af35216c4087e568ab6aa_2996","e27c64c29733013eb4c363b5c7ab13b8_1317"
"group_3180","","MexE family multidrug efflux RND transporter periplasmic adaptor subunit","4","4","1","1","423","","","","1121","1121","1121","LOCUS_20360","f76cef297a7dedb9150c88bc61db4d5a_3148","d0dc75faf82af35216c4087e568ab6aa_421","e27c64c29733013eb4c363b5c7ab13b8_1198"
"group_3181","","excisionase","4","4","1","1","774","","","","248","248","248","LOCUS_16500","f76cef297a7dedb9150c88bc61db4d5a_2662","d0dc75faf82af35216c4087e568ab6aa_270","e27c64c29733013eb4c363b5c7ab13b8_3931"
"papF","","fimbrial adapter papF","4","4","1","26","8","","","","500","500","500","LOCUS_46180","f76cef297a7dedb9150c88bc61db4d5a_4635","d0dc75faf82af35216c4087e568ab6aa_3796","e27c64c29733013eb4c363b5c7ab13b8_4162"
"ptsN","","nitrogen regulatory protein","4","4","1","7","151","","","","491","491","491","LOCUS_05710","f76cef297a7dedb9150c88bc61db4d5a_815","d0dc75faf82af35216c4087e568ab6aa_821","e27c64c29733013eb4c363b5c7ab13b8_1466"
"group_3184","","hypothetical protein","4","4","1","1","587","","","","800","800","800","LOCUS_10030","f76cef297a7dedb9150c88bc61db4d5a_1852","d0dc75faf82af35216c4087e568ab6aa_2976","e27c64c29733013eb4c363b5c7ab13b8_1297"
"yneG","","DUF4186 domain-containing protein","4","4","1","2","484","","","","359","359","359","LOCUS_00170","f76cef297a7dedb9150c88bc61db4d5a_452","d0dc75faf82af35216c4087e568ab6aa_2558","e27c64c29733013eb4c363b5c7ab13b8_1683"
"rihC","","non-specific ribonucleoside hydrolase RihC","4","4","1","4","233","","","","914","914","914","LOCUS_25780","f76cef297a7dedb9150c88bc61db4d5a_1289","d0dc75faf82af35216c4087e568ab6aa_3634","e27c64c29733013eb4c363b5c7ab13b8_977"
"yaaI","","UPF0412 protein YaaI","4","4","1","4","125","","","","404","404","404","LOCUS_43970","f76cef297a7dedb9150c88bc61db4d5a_1305","d0dc75faf82af35216c4087e568ab6aa_1971","e27c64c29733013eb4c363b5c7ab13b8_993"
"group_3188","","membrane protein","4","4","1","20","41","","","","1349","1349","1349","LOCUS_39260","f76cef297a7dedb9150c88bc61db4d5a_3499","d0dc75faf82af35216c4087e568ab6aa_3777","e27c64c29733013eb4c363b5c7ab13b8_2776"
"hofQ","","DNA transporter HofQ","4","4","1","15","67","","","","1238","1238","1238","LOCUS_26870","f76cef297a7dedb9150c88bc61db4d5a_2740","d0dc75faf82af35216c4087e568ab6aa_1723","e27c64c29733013eb4c363b5c7ab13b8_2628"
"group_3190","","hypothetical protein","4","4","1","17","83","","","","557","557","557","LOCUS_17150","f76cef297a7dedb9150c88bc61db4d5a_3560","d0dc75faf82af35216c4087e568ab6aa_3112","e27c64c29733013eb4c363b5c7ab13b8_3803"
"glpE","","thiosulfate sulfurtransferase GlpE","4","4","1","15","99","","","","326","326","326","LOCUS_36730","f76cef297a7dedb9150c88bc61db4d5a_2772","d0dc75faf82af35216c4087e568ab6aa_1691","e27c64c29733013eb4c363b5c7ab13b8_2596"
"rpe","","ribulose-phosphate 3-epimerase","4","4","1","15","62","","","","677","677","677","LOCUS_26920","f76cef297a7dedb9150c88bc61db4d5a_2735","d0dc75faf82af35216c4087e568ab6aa_1728","e27c64c29733013eb4c363b5c7ab13b8_2633"
"group_3193","","electron transfer flavoprotein subunit alpha","4","4","1","2","356","","","","938","938","938","LOCUS_01560","f76cef297a7dedb9150c88bc61db4d5a_311","d0dc75faf82af35216c4087e568ab6aa_117","e27c64c29733013eb4c363b5c7ab13b8_592"
"hchA","","protein deglycase HchA","4","4","1","2","110","","","","851","851","851","LOCUS_29350","f76cef297a7dedb9150c88bc61db4d5a_61","d0dc75faf82af35216c4087e568ab6aa_2519","e27c64c29733013eb4c363b5c7ab13b8_3211"
"ycjS","","oxidoreductase","4","4","1","1","400","","","","1055","1055","1055","LOCUS_20590","f76cef297a7dedb9150c88bc61db4d5a_3171","d0dc75faf82af35216c4087e568ab6aa_398","e27c64c29733013eb4c363b5c7ab13b8_1175"
"ybjG","","undecaprenyl-diphosphatase","4","4","1","5","118","","","","596","596","596","LOCUS_06350","f76cef297a7dedb9150c88bc61db4d5a_1076","d0dc75faf82af35216c4087e568ab6aa_3205","e27c64c29733013eb4c363b5c7ab13b8_461"
"yqfA","","UPF0073 inner membrane protein YqfA","4","4","1","3","69","","","","659","659","659","LOCUS_30780","f76cef297a7dedb9150c88bc61db4d5a_2009","d0dc75faf82af35216c4087e568ab6aa_614","e27c64c29733013eb4c363b5c7ab13b8_67"
"prr","","gamma-aminobutyraldehyde dehydrogenase","4","4","1","1","329","","","","1424","1424","1424","LOCUS_25570","f76cef297a7dedb9150c88bc61db4d5a_3711","d0dc75faf82af35216c4087e568ab6aa_2216","e27c64c29733013eb4c363b5c7ab13b8_1104"
"group_3199","","hypothetical protein","4","4","1","2","69","","","","569","569","569","LOCUS_35290","f76cef297a7dedb9150c88bc61db4d5a_14","d0dc75faf82af35216c4087e568ab6aa_4063","e27c64c29733013eb4c363b5c7ab13b8_3164"
"group_32","","hypothetical protein","4","4","1","3","216","","","","830","893","877","LOCUS_08130","f76cef297a7dedb9150c88bc61db4d5a_687","d0dc75faf82af35216c4087e568ab6aa_2515","e27c64c29733013eb4c363b5c7ab13b8_219"
"yjeS","","epoxyqueuosine reductase","4","4","1","11","54","","","","1139","1139","1139","LOCUS_35000","f76cef297a7dedb9150c88bc61db4d5a_2407","d0dc75faf82af35216c4087e568ab6aa_2064","e27c64c29733013eb4c363b5c7ab13b8_3315"
"group_3201","","hypothetical protein","4","4","1","8","28","","","","1802","1802","1802","LOCUS_42680","f76cef297a7dedb9150c88bc61db4d5a_4414","d0dc75faf82af35216c4087e568ab6aa_3869","e27c64c29733013eb4c363b5c7ab13b8_4052"
"znuB","","zinc ABC transporter permease","4","4","1","2","204","","","","785","785","785","LOCUS_20170","f76cef297a7dedb9150c88bc61db4d5a_158","d0dc75faf82af35216c4087e568ab6aa_2740","e27c64c29733013eb4c363b5c7ab13b8_744"
"group_3203","","energy-dependent translational throttle protein EttA","4","4","1","4","103","","","","1667","1667","1667","LOCUS_27890","f76cef297a7dedb9150c88bc61db4d5a_1327","d0dc75faf82af35216c4087e568ab6aa_1993","e27c64c29733013eb4c363b5c7ab13b8_1015"
"group_3204","","diguanylate cyclase","4","4","1","3","374","","","","1226","1226","1226","LOCUS_23430","f76cef297a7dedb9150c88bc61db4d5a_485","d0dc75faf82af35216c4087e568ab6aa_2279","e27c64c29733013eb4c363b5c7ab13b8_3614"
"group_3205","","hypothetical protein","4","4","1","48","1","","","Investigate","293","293","293","LOCUS_48350","f76cef297a7dedb9150c88bc61db4d5a_4992","d0dc75faf82af35216c4087e568ab6aa_4889","e27c64c29733013eb4c363b5c7ab13b8_4965"
"group_3206","","microcompartment protein","4","4","1","27","33","","","","545","545","545","LOCUS_37070","f76cef297a7dedb9150c88bc61db4d5a_4405","d0dc75faf82af35216c4087e568ab6aa_4653","e27c64c29733013eb4c363b5c7ab13b8_4148"
"group_3207","","methylmalonyl-CoA mutase","4","4","1","3","53","","","","1055","1055","1055","LOCUS_24620","f76cef297a7dedb9150c88bc61db4d5a_2025","d0dc75faf82af35216c4087e568ab6aa_630","e27c64c29733013eb4c363b5c7ab13b8_51"
"cII","","hypothetical protein","4","4","1","5","128","","","","509","509","509","LOCUS_06250","f76cef297a7dedb9150c88bc61db4d5a_1086","d0dc75faf82af35216c4087e568ab6aa_3195","e27c64c29733013eb4c363b5c7ab13b8_451"
"lspA","","lipoprotein signal peptidase","4","4","1","4","236","","","","494","494","494","LOCUS_25750","f76cef297a7dedb9150c88bc61db4d5a_1292","d0dc75faf82af35216c4087e568ab6aa_3637","e27c64c29733013eb4c363b5c7ab13b8_980"
"group_3210","","PTS sorbose transporter subunit IIC","4","4","1","17","68","","","","746","746","746","LOCUS_17300","f76cef297a7dedb9150c88bc61db4d5a_3575","d0dc75faf82af35216c4087e568ab6aa_3097","e27c64c29733013eb4c363b5c7ab13b8_3788"
"group_3211","kdsB","3-deoxy-manno-octulosonate cytidylyltransferase","4","4","1","2","7","","","","740","740","740","LOCUS_46820","f76cef297a7dedb9150c88bc61db4d5a_4855","d0dc75faf82af35216c4087e568ab6aa_4215","e27c64c29733013eb4c363b5c7ab13b8_4805"
"group_3212","","hypothetical protein","4","4","1","9","37","","","","1055","1055","1055","LOCUS_21060","f76cef297a7dedb9150c88bc61db4d5a_1542","d0dc75faf82af35216c4087e568ab6aa_3219","e27c64c29733013eb4c363b5c7ab13b8_2723"
"group_3213","","LysR family transcriptional regulator","4","4","1","1","611","","","","926","926","926","LOCUS_09790","f76cef297a7dedb9150c88bc61db4d5a_1876","d0dc75faf82af35216c4087e568ab6aa_4193","e27c64c29733013eb4c363b5c7ab13b8_1273"
"folE","","GTP cyclohydrolase 1","4","4","1","9","161","","","","668","668","668","LOCUS_33770","f76cef297a7dedb9150c88bc61db4d5a_1417","d0dc75faf82af35216c4087e568ab6aa_532","e27c64c29733013eb4c363b5c7ab13b8_2413"
"group_3215","","NAD(P)-dependent oxidoreductase","4","4","1","5","191","","","","1430","1430","1430","LOCUS_14100","f76cef297a7dedb9150c88bc61db4d5a_1150","d0dc75faf82af35216c4087e568ab6aa_893","e27c64c29733013eb4c363b5c7ab13b8_387"
"group_3216","","hypothetical protein","4","4","1","1","548","","","","371","371","371","LOCUS_10420","f76cef297a7dedb9150c88bc61db4d5a_1813","d0dc75faf82af35216c4087e568ab6aa_1403","e27c64c29733013eb4c363b5c7ab13b8_1336"
"group_3217","","bacterioferritin-associated ferredoxin","4","4","1","34","14","","","","194","194","194","LOCUS_45200","f76cef297a7dedb9150c88bc61db4d5a_4698","d0dc75faf82af35216c4087e568ab6aa_4427","e27c64c29733013eb4c363b5c7ab13b8_4677"
"yfhA","","two-component system response regulator GlrR","4","4","1","16","39","","","","1334","1334","1334","LOCUS_13320","f76cef297a7dedb9150c88bc61db4d5a_3238","d0dc75faf82af35216c4087e568ab6aa_1927","e27c64c29733013eb4c363b5c7ab13b8_2222"
"group_3219","","transposase","4","4","1","6","32","","","","272","272","272","LOCUS_34090","f76cef297a7dedb9150c88bc61db4d5a_3978","d0dc75faf82af35216c4087e568ab6aa_2750","e27c64c29733013eb4c363b5c7ab13b8_4512"
"dapD","","2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase","4","4","1","19","51","","","","824","824","824","LOCUS_11860","f76cef297a7dedb9150c88bc61db4d5a_3613","d0dc75faf82af35216c4087e568ab6aa_1664","e27c64c29733013eb4c363b5c7ab13b8_2884"
"yahJ","","deaminase","4","4","1","25","28","","","","1382","1382","1382","LOCUS_28270","f76cef297a7dedb9150c88bc61db4d5a_3758","d0dc75faf82af35216c4087e568ab6aa_2356","e27c64c29733013eb4c363b5c7ab13b8_3700"
